   1.4946617919844081        5.5043606226059749     	   3.4243872243202755     
  -1.6098589288912961        3.9337224542423339     	   3.7655839429504203     
 -0.18819465344869302        2.2596803181287854     	   5.5310377296459690     
   1.7270316146261373        4.4280950272976130     	   3.8714421824160064     
   12.496027292721772       -1.4464369165004023     	  0.65791242759827506     
   2.6176340594668375        3.1856951361710899     	   4.0517441492347972     
   3.3381925622508892       0.63488618464771185     	   4.7090072698525818     
   12.351282355715348      -0.64022802729725869     	   1.1381698370888802     
   3.0137907224590386        1.1257838955905191     	   4.7694328541605069     
   16.378818836339107       0.99025071651366425     	  0.56592018407232980     
  0.98278219016336132        7.5807457985158946     	   2.6925605530837435     
   5.9894029195593825       0.10987992447521443     	   3.2812637571269136     
   3.8847102133139679      -0.54671712009335705     	   4.3863796697418982     
 -0.53991852485723013        17.781833814684024     	  0.68104269505847848     
   4.2755872324082640        4.2542438751085587     	   2.4852628522029065     
  0.93143532659750294        14.017789507985754     	   1.0071852785938187     
  0.46279175402920475        5.5656125665354299     	   3.7538147328184071     
   3.5820462177459196        6.2167809252574946     	   1.8979677202769929     
   2.6083147814898564        1.5156729097537593     	   4.8669457751454397     
   10.363890640375073       0.64275484726463639     	   1.5837945719142705     
  -1.7307595092569024       -3.0320400826750542     	   1.8819654423199592     
  -1.6974594597249213       -8.2538729779301739E-002	   5.2079204087170332     
  0.51373209471853643        19.838803967373167     	  0.56558497639212690     
  -1.1149642658093579        15.312710633955978     	  0.62133524956280595     
  -2.1775418328985601       -1.1205132544817145     	   4.0642497368581223     
   6.8550980531716110        1.4187690314442982     	   2.5623026314372566     
  0.20247717593899947       -1.2279904529273360     	   5.8336559789791860     
  -2.8606133890876735        1.1489249019985932     	   2.2958781926900640     
  -1.6476857857406155        8.6461778815509991     	   1.5409573680585742     
  -1.1263436905500679        4.8470391683424374     	   3.7758621964839318     
 -0.63245521777971336        7.0231098054979162     	   3.0089653872838302     
   1.1628691547825813        2.0533548845634653     	   5.3750400876480038     
   6.4763334308732468        5.6312580063241295     	  0.59480199140366752     
 -0.38184479655680104        14.188067833933681     	   1.1197337578063657     
  0.32930488369963057       0.96530005888947423     	   6.0405090814042106     
 -0.92652035536443711        17.047207767554941     	  0.56773074005765445     
  -1.1443547810525010        1.5179209471354278     	   5.4631903308305789     
  -2.3299081335480696      -0.10532686439167159     	   4.0305021894664907     
   4.8627380476016935       -2.6690264933440098     	   1.5198335952530719     
 -0.54960132153027674        5.1258756700436781     	   3.9419083293662065     
  0.98546056305658813        17.777079664982423     	  0.56558877451878187     
 -0.15973959435244797        3.0789859584309873     	   5.1133930940604833     
   15.689214271700731       0.42895883310133498     	  0.75592754425705255     
   14.498809058976322      -0.41146731766024186     	  0.87932574762404991     
   1.4713867440352548        7.2741456285762345     	   2.6167875451461922     
 -0.82741365941711187        6.2949035552216763     	   3.2490892869983563     
   1.1327987979899734       -1.7861338870108290     	   5.0796022515240198     
   4.5009160060118232        1.9543353468830449     	   3.5527566490677547     
  0.65898773955239565        12.256098894041580     	   1.4029097218048807     
   14.229136191965363       -1.2338639460771232     	  0.56647820430611984     
